11036|343|AW00011036||Jennifer|C|Russell|jennifer93@adventure-works.com|Partial College
11037|49|AW00011037||Chloe|M|Garcia|chloe27@adventure-works.com|Partial High School
11038|6|AW00011038||Diana|F|Hernandez|diana2@adventure-works.com|Partial High School
11039|19|AW00011039||Marc|J|Martin|marc3@adventure-works.com|Partial College
11040|642|AW00011040||Jesse||Murphy|jesse15@adventure-works.com|Partial College
11041|325|AW00011041||Amanda|M|Carter|amanda53@adventure-works.com|Partial College
11042|338|AW00011042||Megan|J|Sanchez|megan28@adventure-works.com|Partial College
11043|325|AW00011043||Nathan|M|Simmons|nathan11@adventure-works.com|Partial College
11044|25|AW00011044||Adam|L|Flores|adam10@adventure-works.com|Partial High School
11045|8|AW00011045||Leonard|G|Nara|leonard18@adventure-works.com|High School
11046|6|AW00011046||Christine||Yuan|christine4@adventure-works.com|High School
11047|34|AW00011047||Jaclyn|D|Lu|jaclyn12@adventure-works.com|High School
11048|39|AW00011048||Jeremy||Powell|jeremy26@adventure-works.com|High School
11049|307|AW00011049||Carol|C|Rai|carol8@adventure-works.com|Partial High School
11050|31|AW00011050||Alan||Zheng|alan23@adventure-works.com|High School
11051|21|AW00011051||Daniel||Johnson|daniel18@adventure-works.com|High School
11052|8|AW00011052||Heidi||Lopez|heidi19@adventure-works.com|Partial College
11053|359|AW00011053||Ana|E|Price|ana0@adventure-works.com|Partial College
11054|34|AW00011054||Deanna||Munoz|deanna33@adventure-works.com|Partial College
11055|22|AW00011055||Gilbert||Raje|gilbert35@adventure-works.com|Partial College
11056|10|AW00011056||Michele|L|Nath|michele19@adventure-works.com|Partial College
11057|5|AW00011057||Carl|J|Andersen|carl12@adventure-works.com|Graduate Degree
11058|29|AW00011058||Marc||Diaz|marc6@adventure-works.com|Partial College
11059|27|AW00011059||Ashlee|J|Andersen|ashlee19@adventure-works.com|Partial College
11060|40|AW00011060||Jon|L|Zhou|jon28@adventure-works.com|Partial College
11061|23|AW00011061||Todd|M|Gao|todd14@adventure-works.com|Partial College
11062|547|AW00011062||Noah|D|Powell|noah5@adventure-works.com|High School
11063|634|AW00011063||Angela||Murphy|angela41@adventure-works.com|High School
11064|315|AW00011064||Chase||Reed|chase21@adventure-works.com|High School
11065|331|AW00011065||Jessica||Henderson|jessica29@adventure-works.com|Partial College
11066|543|AW00011066||Grace|T|Butler|grace62@adventure-works.com|Partial College
11067|632|AW00011067||Caleb|F|Carter|caleb40@adventure-works.com|Partial College
11068|40|AW00011068||Tiffany||Liang|tiffany17@adventure-works.com|High School
11069|23|AW00011069||Carolyn||Navarro|carolyn30@adventure-works.com|High School
11070|39|AW00011070||Willie|T|Raji|willie40@adventure-works.com|High School
11071|24|AW00011071||Linda||Serrano|linda31@adventure-works.com|High School
11072|17|AW00011072||Casey||Luo|casey6@adventure-works.com|High School
11073|16|AW00011073||Amy||Ye|amy16@adventure-works.com|High School
11074|28|AW00011074||Levi|A|Arun|levi6@adventure-works.com|High School
11075|32|AW00011075||Felicia|L|Jimenez|felicia4@adventure-works.com|High School
11076|19|AW00011076||Blake||Anderson|blake9@adventure-works.com|High School
11077|36|AW00011077||Leah||Ye|leah7@adventure-works.com|High School
11078|49|AW00011078||Gina|E|Martin|gina1@adventure-works.com|High School
11079|34|AW00011079||Donald||Gonzalez|donald20@adventure-works.com|Graduate Degree
11080|30|AW00011080||Damien||Chander|damien32@adventure-works.com|Graduate Degree
11081|311|AW00011081||Savannah|C|Baker|savannah39@adventure-works.com|Bachelors
11082|322|AW00011082||Angela|L|Butler|angela17@adventure-works.com|Graduate Degree
11083|336|AW00011083||Alyssa|F|Cox|alyssa37@adventure-works.com|Graduate Degree
11084|543|AW00011084||Lucas||Phillips|lucas7@adventure-works.com|Partial High School
11085|345|AW00011085||Emily||Johnson|emily1@adventure-works.com|High School
11086|369|AW00011086||Ryan||Brown|ryan43@adventure-works.com|Partial College
11087|307|AW00011087||Tamara|L|Liang|tamara6@adventure-works.com|Partial College
11088|359|AW00011088||Hunter||Davis|hunter64@adventure-works.com|Bachelors
11089|337|AW00011089||Abigail|M|Price|abigail25@adventure-works.com|Bachelors
11090|338|AW00011090||Trevor||Bryant|trevor18@adventure-works.com|Partial College
11091|50|AW00011091||Dalton||Perez|dalton37@adventure-works.com|Partial College
11092|22|AW00011092||Cheryl|A|Diaz|cheryl4@adventure-works.com|Bachelors
11093|19|AW00011093||Aimee|A|He|aimee13@adventure-works.com|Graduate Degree
11094|33|AW00011094||Cedric|W|Ma|cedric15@adventure-works.com|Partial College
11095|13|AW00011095||Chad||Kumar|chad9@adventure-works.com|Partial College
11096|12|AW00011096||Andrés||Anand|andrés18@adventure-works.com|Bachelors
11097|40|AW00011097||Edwin|R|Nara|edwin39@adventure-works.com|Partial College
11098|14|AW00011098||Mallory|S|Rubio|mallory7@adventure-works.com|Partial College
11099|13|AW00011099||Adam||Ross|adam2@adventure-works.com|Bachelors
11100|28|AW00011100||Latasha|L|Navarro|latasha10@adventure-works.com|Partial College
11101|33|AW00011101||Abby|L|Sai|abby4@adventure-works.com|Bachelors
11102|18|AW00011102||Julia|L|Nelson|julia7@adventure-works.com|Bachelors
11103|3|AW00011103||Cassie||Chande|cassie13@adventure-works.com|Bachelors
11104|23|AW00011104||Edgar|A|Sara|edgar11@adventure-works.com|Bachelors
11105|8|AW00011105||Candace||Fernandez|candace15@adventure-works.com|Bachelors
11106|40|AW00011106||Jessie||Liu|jessie9@adventure-works.com|Bachelors
11107|17|AW00011107||Bianca||Lin|bianca7@adventure-works.com|Bachelors
11108|13|AW00011108||Kari|C|Alvarez|kari25@adventure-works.com|Bachelors
11109|38|AW00011109||Ruben|D|Kapoor|ruben1@adventure-works.com|Bachelors
11110|3|AW00011110||Curtis||Yang|curtis5@adventure-works.com|Partial College
11111|34|AW00011111||Meredith|T|Gutierrez|meredith34@adventure-works.com|Partial College
11112|25|AW00011112||Crystal|C|Wang|crystal3@adventure-works.com|Partial College
11113|30|AW00011113||Micheal|A|Blanco|micheal11@adventure-works.com|Bachelors
11114|14|AW00011114||Leslie|C|Moreno|leslie7@adventure-works.com|Partial College
11115|17|AW00011115||Alvin|D|Cai|alvin20@adventure-works.com|Partial College
11116|18|AW00011116||Clinton|E|Carlson|clinton14@adventure-works.com|Partial College
11117|8|AW00011117||April||Deng|april1@adventure-works.com|Partial College
11118|6|AW00011118||Alvin|M|Zeng|alvin21@adventure-works.com|Partial College
11119|13|AW00011119||Evan|V|James|evan8@adventure-works.com|Partial College
11120|18|AW00011120||Beth|H|Jiménez|beth8@adventure-works.com|Bachelors
11121|10|AW00011121||Orlando||Suarez|orlando19@adventure-works.com|Partial College
11122|12|AW00011122||Byron||Vazquez|byron9@adventure-works.com|Partial College
11123|39|AW00011123||Philip|A|Alvarez|philip4@adventure-works.com|Partial College
11124|40|AW00011124||Ross|F|Jordan|ross1@adventure-works.com|Partial College
11125|37|AW00011125||Dana|J|Navarro|dana2@adventure-works.com|Partial College
11126|11|AW00011126||Shaun||Carson|shaun16@adventure-works.com|High School
11127|361|AW00011127||Jan||Edwards|jan11@adventure-works.com|High School
11128|635|AW00011128||Samantha||Long|samantha35@adventure-works.com|High School
11129|638|AW00011129||Julia|M|Wright|julia17@adventure-works.com|High School
11130|543|AW00011130||Caroline|L|Russell|caroline21@adventure-works.com|High School
11131|50|AW00011131||Amanda||Rivera|amanda7@adventure-works.com|High School
11132|51|AW00011132||Melissa|E|Richardson|melissa31@adventure-works.com|High School
11133|542|AW00011133||Angela||Griffin|angela23@adventure-works.com|Partial High School
11134|30|AW00011134||Larry|D|Townsend|larry14@adventure-works.com|High School
11135|302|AW00011135||Marcus|L|Harris|marcus14@adventure-works.com|Partial High School
11136|53|AW00011136||Brianna|D|Morgan|brianna30@adventure-works.com|High School
11137|641|AW00011137||Jasmine|A|Taylor|jasmine7@adventure-works.com|High School
11138|325|AW00011138||Lauren||Davis|lauren23@adventure-works.com|High School
11139|28|AW00011139||Tanya||Moreno|tanya2@adventure-works.com|Partial College
11140|301|AW00011140||Javier|L|Alvarez|javier1@adventure-works.com|Partial High School
11141|314|AW00011141||Nicole||Ramirez|nicole42@adventure-works.com|High School
11142|51|AW00011142||Eduardo||Patterson|eduardo55@adventure-works.com|High School
11143|334|AW00011143||Jonathan|M|Henderson|jonathan4@adventure-works.com|High School
11144|607|AW00011144||Edward||Hernandez|edward48@adventure-works.com|High School
11145|536|AW00011145||Jasmine|L|Coleman|jasmine46@adventure-works.com|High School
11146|8|AW00011146||Karla|L|Goel|karla20@adventure-works.com|Bachelors
11147|40|AW00011147||Ernest|L|Wu|ernest6@adventure-works.com|Graduate Degree
11148|22|AW00011148||Ross||Vazquez|ross32@adventure-works.com|Bachelors
11149|25|AW00011149||Theodore||Gill|theodore14@adventure-works.com|Bachelors
11150|39|AW00011150||Russell|M|Shen|russell6@adventure-works.com|Bachelors
11151|18|AW00011151||Melinda|G|Gill|melinda9@adventure-works.com|Graduate Degree
11152|633|AW00011152||James|J|Williams|james77@adventure-works.com|High School
11153|635|AW00011153||Angela|R|James|angela34@adventure-works.com|High School
11154|553|AW00011154||Megan|G|Walker|megan25@adventure-works.com|Partial College
11155|301|AW00011155||Hunter|J|Robinson|hunter50@adventure-works.com|Partial College
11156|334|AW00011156||Maria||Roberts|maria47@adventure-works.com|Partial College
11157|642|AW00011157||Hannah|E|Long|hannah32@adventure-works.com|High School
11158|361|AW00011158||Jason|K|Wright|jason46@adventure-works.com|High School
11159|385|AW00011159||Brianna|A|Hughes|brianna57@adventure-works.com|High School
11160|311|AW00011160||Maurice|M|Tang|maurice4@adventure-works.com|Partial College
11161|311|AW00011161||Emily||Wood|emily27@adventure-works.com|Partial College
11162|331|AW00011162||Chase||Cox|chase10@adventure-works.com|Partial College
11163|372|AW00011163||Gabriel||Wang|gabriel21@adventure-works.com|Partial College
11164|374|AW00011164||Devin||Brooks|devin63@adventure-works.com|Partial College
11165|348|AW00011165||Jocelyn||Alexander|jocelyn18@adventure-works.com|Partial College
11166|631|AW00011166||Ashley||Martinez|ashley18@adventure-works.com|Partial College
11167|618|AW00011167||Jasmine|J|Barnes|jasmine43@adventure-works.com|Bachelors
11168|348|AW00011168||David||Rodriguez|david83@adventure-works.com|Bachelors
11169|312|AW00011169||Bryce||Richardson|bryce8@adventure-works.com|Bachelors
11170|612|AW00011170||Carol|T|Howard|carol5@adventure-works.com|Bachelors
11171|385|AW00011171||Jonathan|E|Hill|jonathan43@adventure-works.com|Bachelors
11172|626|AW00011172||Gabrielle|J|Adams|gabrielle58@adventure-works.com|Bachelors
11173|552|AW00011173||Sarah|F|Thomas|sarah13@adventure-works.com|Graduate Degree
11174|338|AW00011174||Nicholas||Robinson|nicholas19@adventure-works.com|Graduate Degree
11175|300|AW00011175||Luis||Wang|luis24@adventure-works.com|Partial College
11176|50|AW00011176||Mason|D|Roberts|mason25@adventure-works.com|Bachelors
11177|359|AW00011177||Jose|M|Flores|jose6@adventure-works.com|Graduate Degree
11178|334|AW00011178||Nathan|J|Johnson|nathan55@adventure-works.com|Graduate Degree
11179|300|AW00011179||Molly|E|Rodriguez|molly18@adventure-works.com|Graduate Degree
11180|307|AW00011180||April||Anand|april18@adventure-works.com|Bachelors
11181|338|AW00011181||Devin|P|Martin|devin13@adventure-works.com|Graduate Degree
11182|638|AW00011182||Stephanie||Torres|stephanie19@adventure-works.com|Bachelors
11183|368|AW00011183||Jasmine|W|Lee|jasmine19@adventure-works.com|Bachelors
11184|311|AW00011184||Meghan||Hernandez|meghan3@adventure-works.com|Bachelors
11185|53|AW00011185||Ashley||Henderson|ashley31@adventure-works.com|Bachelors
11186|352|AW00011186||Sarah|C|Price|sarah25@adventure-works.com|Bachelors
11187|612|AW00011187||Jennifer|S|Cooper|jennifer63@adventure-works.com|Graduate Degree
11188|361|AW00011188||Catherine||Morris|catherine16@adventure-works.com|Graduate Degree
11189|609|AW00011189||Lawrence|W|Blanco|lawrence14@adventure-works.com|Graduate Degree
11190|300|AW00011190||Carson||Bryant|carson17@adventure-works.com|Bachelors
11191|310|AW00011191||Kristi|E|Perez|kristi39@adventure-works.com|Bachelors
11192|637|AW00011192||James|C|Brown|james79@adventure-works.com|Bachelors
11193|553|AW00011193||Ian|A|Gray|ian72@adventure-works.com|Bachelors
11194|352|AW00011194||Jacqueline|R|Price|jacqueline0@adventure-works.com|Bachelors
11195|635|AW00011195||Megan||Henderson|megan55@adventure-works.com|Bachelors
11196|536|AW00011196||Alfredo||Romero|alfredo10@adventure-works.com|Bachelors
11197|637|AW00011197||Andrea||Morris|andrea18@adventure-works.com|Bachelors
11198|368|AW00011198||Brooke||Sanders|brooke3@adventure-works.com|Bachelors
11199|302|AW00011199||Jacqueline||Bennett|jacqueline1@adventure-works.com|Bachelors
11200|69|AW00011200||Jason|L|Griffin|jason18@adventure-works.com|Bachelors
11201|369|AW00011201||Amanda||Foster|amanda37@adventure-works.com|Bachelors
11202|334|AW00011202||Alexia|L|Price|alexia0@adventure-works.com|Bachelors
11203|60|AW00011203||Luis|D|Diaz|luis21@adventure-works.com|High School
11204|536|AW00011204||Destiny|C|Rivera|destiny33@adventure-works.com|High School
11205|612|AW00011205||Abby||Fernandez|abby13@adventure-works.com|High School
11206|626|AW00011206||Blake||Flores|blake60@adventure-works.com|Partial College
11207|635|AW00011207||Danielle||Cox|danielle12@adventure-works.com|Partial College
11208|325|AW00011208||Maria||Reed|maria4@adventure-works.com|Bachelors
11209|336|AW00011209||Allison||Evans|allison21@adventure-works.com|Bachelors
11210|383|AW00011210||Edward|J|Wood|edward50@adventure-works.com|Partial College
11211|50|AW00011211||Samantha||Russell|samantha42@adventure-works.com|High School
11212|53|AW00011212||Chloe||Campbell|chloe4@adventure-works.com|High School
11213|614|AW00011213||Stephanie|B|Murphy|stephanie11@adventure-works.com|Partial College
11214|545|AW00011214||Charles|O|Miller|charles9@adventure-works.com|Partial College
11215|62|AW00011215||Ana||Perry|ana7@adventure-works.com|Partial High School
11216|547|AW00011216||Jasmine|A|Torres|jasmine32@adventure-works.com|Partial College
11217|547|AW00011217||Natalie|P|Adams|natalie58@adventure-works.com|Partial College
11218|642|AW00011218||Olivia||Brown|olivia4@adventure-works.com|Partial College
11219|553|AW00011219||Charles||Cook|charles69@adventure-works.com|High School
11220|310|AW00011220||Erica|C|Huang|erica5@adventure-works.com|Partial College
11221|334|AW00011221||Nathan||Perry|nathan3@adventure-works.com|Partial College
11222|369|AW00011222||Alexandra||Rivera|alexandra11@adventure-works.com|Bachelors
11223|52|AW00011223||Hailey|I|Patterson|hailey30@adventure-works.com|High School
11224|612|AW00011224||Tiffany|J|Li|tiffany3@adventure-works.com|High School
11225|635|AW00011225||Madison|D|Lee|madison22@adventure-works.com|Partial College
11226|552|AW00011226||Sydney|T|Ross|sydney26@adventure-works.com|Partial College
11227|310|AW00011227||Marshall|D|Chavez|marshall35@adventure-works.com|Partial College
11228|316|AW00011228||Ashley|R|Jones|ashley3@adventure-works.com|Partial College
11229|355|AW00011229||Adrian|C|Stewart|adrian21@adventure-works.com|Partial College
11230|369|AW00011230||Amber||Turner|amber4@adventure-works.com|Partial College
11231|611|AW00011231||Dennis||Zhang|dennis1@adventure-works.com|High School
11232|616|AW00011232||Hailey|R|Bryant|hailey38@adventure-works.com|High School
11233|299|AW00011233||Todd||Li|todd5@adventure-works.com|Partial College
11234|337|AW00011234||Anna||Griffin|anna46@adventure-works.com|Partial College
11235|607|AW00011235||Angel|J|Stewart|angel24@adventure-works.com|Partial College
11236|609|AW00011236||Jeremy||Butler|jeremy29@adventure-works.com|Partial College
11237|161|AW00011237||Clarence|M|Anand|clarence36@adventure-works.com|Bachelors
11238|232|AW00011238||Mayra||Prasad|mayra9@adventure-works.com|Bachelors
11239|249|AW00011239||Latoya|C|Goel|latoya18@adventure-works.com|Partial College
11240|273|AW00011240||Anne|B|Hernandez|anne4@adventure-works.com|Partial College
11241|211|AW00011241||Lisa||Cai|lisa24@adventure-works.com|Partial College
11242|209|AW00011242||Larry||Munoz|larry9@adventure-works.com|Partial College
11243|237|AW00011243||Robin|V|Alvarez|robin2@adventure-works.com|Partial College
11244|267|AW00011244||Alexis|M|Coleman|alexis28@adventure-works.com|Bachelors
11245|132|AW00011245||Ricky|D|Vazquez|ricky15@adventure-works.com|High School
11246|147|AW00011246||Latasha||Rubio|latasha21@adventure-works.com|High School
11247|242|AW00011247||Claudia|M|Zhou|claudia7@adventure-works.com|Partial College
11248|223|AW00011248||Tristan|P|Alexander|tristan19@adventure-works.com|Partial College
11249|178|AW00011249||Cindy|A|Patel|cindy3@adventure-works.com|Partial College
11250|276|AW00011250||Shannon|D|Liu|shannon4@adventure-works.com|High School
11251|50|AW00011251||Xavier||Long|xavier51@adventure-works.com|High School
11252|335|AW00011252||Nicholas|D|Thompson|nicholas16@adventure-works.com|Graduate Degree
11253|69|AW00011253||José|M|Hernandez|josé54@adventure-works.com|Graduate Degree
11254|612|AW00011254||Johnathan|W|Vance|johnathan5@adventure-works.com|Graduate Degree
11255|612|AW00011255||Colin||Lin|colin8@adventure-works.com|Graduate Degree
11256|626|AW00011256||Katelyn|L|Hernandez|katelyn42@adventure-works.com|Graduate Degree
11257|345|AW00011257||Jacqueline||Powell|jacqueline9@adventure-works.com|Graduate Degree
11258|352|AW00011258||Xavier||Hill|xavier26@adventure-works.com|Graduate Degree
11259|548|AW00011259||Victoria|C|Stewart|victoria24@adventure-works.com|Partial College
11260|302|AW00011260||Katelyn|L|Kelly|katelyn1@adventure-works.com|Bachelors
11261|359|AW00011261||Stephanie||Collins|stephanie52@adventure-works.com|Graduate Degree
11262|60|AW00011262||Jennifer||Simmons|jennifer88@adventure-works.com|Bachelors
11263|612|AW00011263||Trinity||Richardson|trinity9@adventure-works.com|Partial College
11264|618|AW00011264||Eduardo||Martin|eduardo13@adventure-works.com|Partial College
11265|623|AW00011265||Elizabeth|P|Jones|elizabeth7@adventure-works.com|Partial College
11266|632|AW00011266||Taylor||Howard|taylor14@adventure-works.com|Partial College
11267|302|AW00011267||David||Diaz|david55@adventure-works.com|Partial College
11268|312|AW00011268||Katelyn|A|Carter|katelyn33@adventure-works.com|Graduate Degree
11269|314|AW00011269||Ryan|W|Foster|ryan19@adventure-works.com|Graduate Degree
11270|334|AW00011270||Robert|L|Lee|robert82@adventure-works.com|Graduate Degree
11271|360|AW00011271||Danielle|C|Reed|danielle23@adventure-works.com|Bachelors
11272|300|AW00011272||Lauren|L|Martinez|lauren35@adventure-works.com|Partial College
11273|331|AW00011273||Nathan|E|Lal|nathan26@adventure-works.com|Partial College
11274|609|AW00011274||Kyle|M|Foster|kyle11@adventure-works.com|Graduate Degree
11275|310|AW00011275||Jenny|D|Rai|jenny40@adventure-works.com|Graduate Degree
11276|49|AW00011276||Nancy|E|Chapman|nancy7@adventure-works.com|Partial College
11277|62|AW00011277||Charles|P|Jackson|charles15@adventure-works.com|Partial College
11278|614|AW00011278||Jonathan||Phillips|jonathan35@adventure-works.com|Partial College
11279|616|AW00011279||Amanda|S|Cook|amanda3@adventure-works.com|Partial College
11280|626|AW00011280||Robert||Collins|robert45@adventure-works.com|Partial College
11281|301|AW00011281||Megan|J|Barnes|megan53@adventure-works.com|Bachelors
11282|612|AW00011282||Christian|A|Thomas|christian46@adventure-works.com|Partial College
11283|299|AW00011283||Arturo||Lal|arturo33@adventure-works.com|Bachelors
11284|307|AW00011284||Theresa||Serrano|theresa12@adventure-works.com|Bachelors
11285|322|AW00011285||Jeremy|J|Anderson|jeremy2@adventure-works.com|Partial College
11286|374|AW00011286||Hunter|D|Griffin|hunter16@adventure-works.com|Graduate Degree
11287|49|AW00011287||Henry|B|Garcia|henry16@adventure-works.com|Partial College
11288|301|AW00011288||Cindy|K|Sanchez|cindy19@adventure-works.com|Bachelors
11289|315|AW00011289||Maria|S|Carter|maria53@adventure-works.com|Bachelors
11290|334|AW00011290||Katelyn||Sanchez|katelyn26@adventure-works.com|Bachelors
11291|335|AW00011291||Jenna||Wright|jenna19@adventure-works.com|Bachelors
11292|361|AW00011292||Seth||Phillips|seth42@adventure-works.com|Partial College
11293|632|AW00011293||Luke|S|Long|luke28@adventure-works.com|High School
11294|618|AW00011294||Dalton|P|Clark|dalton18@adventure-works.com|High School
11295|311|AW00011295||Taylor|G|Lewis|taylor67@adventure-works.com|Partial High School
11296|616|AW00011296||Haley||Richardson|haley10@adventure-works.com|Graduate Degree
11297|301|AW00011297||Noah||Coleman|noah2@adventure-works.com|Graduate Degree
11298|307|AW00011298||Jon||Luo|jon46@adventure-works.com|Graduate Degree
11299|301|AW00011299||Orlando|E|Vazquez|orlando14@adventure-works.com|Graduate Degree
11300|54|AW00011300||Fernando||Barnes|fernando47@adventure-works.com|Partial College
11301|607|AW00011301||Cameron|L|Rodriguez|cameron38@adventure-works.com|Partial College
11302|539|AW00011302||Spencer||Russell|spencer22@adventure-works.com|High School
11303|614|AW00011303||Julia||Coleman|julia72@adventure-works.com|High School
11304|547|AW00011304||Julia|B|Garcia|julia38@adventure-works.com|Partial College
11305|307|AW00011305||Sean|A|Evans|sean31@adventure-works.com|Partial College
11306|312|AW00011306||Micah|A|Zhou|micah19@adventure-works.com|Partial College
11307|314|AW00011307||Hunter|P|Rodriguez|hunter53@adventure-works.com|Partial High School
11308|546|AW00011308||Ian|T|Gonzales|ian57@adventure-works.com|High School
11309|536|AW00011309||Victoria||Lewis|victoria20@adventure-works.com|High School
11310|360|AW00011310||Erin|A|Sanders|erin7@adventure-works.com|Graduate Degree
11311|626|AW00011311||Gabrielle|D|Lopez|gabrielle63@adventure-works.com|Graduate Degree
11312|626|AW00011312||Sara||Richardson|sara10@adventure-works.com|Graduate Degree
11313|632|AW00011313||Trevor||Jenkins|trevor6@adventure-works.com|Graduate Degree
11314|618|AW00011314||Mya||Flores|mya13@adventure-works.com|Graduate Degree
11315|632|AW00011315||Hailey|J|Ward|hailey12@adventure-works.com|Graduate Degree
11316|51|AW00011316||Luke||Allen|luke52@adventure-works.com|Graduate Degree
11317|548|AW00011317||Victoria|D|Russell|victoria66@adventure-works.com|Partial College
11318|614|AW00011318||Jessica||Wilson|jessica54@adventure-works.com|Partial College
11319|348|AW00011319||Jade|E|Bailey|jade13@adventure-works.com|Graduate Degree
11320|325|AW00011320||Morgan|M|Hill|morgan19@adventure-works.com|Graduate Degree
11321|612|AW00011321||Terrance|D|Raman|terrance9@adventure-works.com|Bachelors
11322|611|AW00011322||Sydney||Garcia|sydney78@adventure-works.com|Bachelors
11323|314|AW00011323||Jose||Patterson|jose33@adventure-works.com|Graduate Degree
11324|325|AW00011324||Zachary||Anderson|zachary39@adventure-works.com|Bachelors
11325|637|AW00011325||Elijah|E|Ross|elijah7@adventure-works.com|Bachelors
11326|300|AW00011326||Rafael|M|Xie|rafael26@adventure-works.com|Bachelors
11327|301|AW00011327||Jaime|C|Moreno|jaime48@adventure-works.com|Bachelors
11328|55|AW00011328||Julian|M|Griffin|julian20@adventure-works.com|Bachelors
11329|311|AW00011329||Andy||Alvarez|andy9@adventure-works.com|Bachelors
11330|59|AW00011330||Ryan|M|Thompson|ryan38@adventure-works.com|Graduate Degree
11331|63|AW00011331||Samantha||Jenkins|samantha32@adventure-works.com|Partial College
11332|153|AW00011332||Deanna|D|Ramos|deanna44@adventure-works.com|Graduate Degree
11333|261|AW00011333||Emily|R|Miller|emily6@adventure-works.com|Graduate Degree
11334|269|AW00011334||Nicole||Brown|nicole4@adventure-works.com|Bachelors
11335|120|AW00011335||Carla|L|Raman|carla14@adventure-works.com|Bachelors
11336|204|AW00011336||Shaun||Raji|shaun21@adventure-works.com|Graduate Degree
11337|273|AW00011337||Jerome||Romero|jerome7@adventure-works.com|Bachelors
11338|154|AW00011338||Frank|F|Navarro|frank17@adventure-works.com|Graduate Degree
11339|202|AW00011339||Dennis|M|She|dennis25@adventure-works.com|Graduate Degree
11340|192|AW00011340||Melody|C|Munoz|melody8@adventure-works.com|Graduate Degree
11341|236|AW00011341||Randy|A|Zeng|randy24@adventure-works.com|Graduate Degree
11342|191|AW00011342||Marshall|L|Wang|marshall0@adventure-works.com|Graduate Degree
11343|264|AW00011343||Arthur|P|Carlson|arthur41@adventure-works.com|Bachelors
11344|262|AW00011344||Jessie||Jimenez|jessie3@adventure-works.com|Partial College
11345|224|AW00011345||Robin||Ramos|robin13@adventure-works.com|Partial College
11346|196|AW00011346||Deanna|E|Gutierrez|deanna37@adventure-works.com|Partial College
11347|156|AW00011347||Roy|T|Navarro|roy30@adventure-works.com|Partial College
11348|151|AW00011348||Shawn||Rai|shawn19@adventure-works.com|Partial College
11349|134|AW00011349||Mindy|J|Luo|mindy10@adventure-works.com|Partial College
11350|265|AW00011350||Cara||Zhou|cara5@adventure-works.com|Graduate Degree
11351|253|AW00011351||Anne|R|Ramos|anne19@adventure-works.com|Bachelors
11352|222|AW00011352||Raymond|A|Rodriguez|raymond20@adventure-works.com|Partial College
